2	10000000.0	13880.2165229
3	10000000.0	13332.9383944
4	10000000.0	13600.8852284
5	10000000.0	12711.3939379
6	10000000.0	12774.55121
7	10000000.0	14117.6557064
8	10000000.0	15585.3339078
9	10000000.0	16464.35324
10	10000000.0	20013.1278192
11	10000000.0	22008.1249927
12	10000000.0	22180.521701
13	10000000.0	20123.6274726
14	10000000.0	21476.8652498
15	10000000.0	21947.5357333
16	10000000.0	22761.1873773
17	10000000.0	22573.7054789
18	10000000.0	24033.5552735
19	10000000.0	23475.372547
20	10000000.0	20647.8537614
21	10000000.0	19502.9137934
22	10000000.0	17479.0394815
23	10000000.0	17719.279904
24	10000000.0	18091.0978277
