0	0
0	0
0.0265212059021	2
0.0288751125336	2
0.0307950973511	0
0.379926204681	2
0.655928134918	4
1.01369810104	6
1.34577322006	8
1.46233820915	10
1.6503200531	12
1.93391513824	14
2.03251409531	12
2.2187640667	14
2.44424200058	16
2.58045101166	18
2.78964304924	20
2.91306114197	22
3.02259707451	24
3.16920208931	26
3.29266810417	28
3.55251216888	30
4.03211402893	28
5.73975515366	30
6.03205513954	28
7.97049307823	30
8.03224015236	28
8.29016518593	30
10.0320191383	28
10.5957660675	30
12.0320792198	28
12.8659842014	30
14.0346360207	28
15.2391631603	30
