6.5927670002	4
8.09197711945	2
8.75512599945	4
10.0921111107	2
10.7175810337	4
12.1106190681	2
12.5677421093	4
14.0919070244	2
15.2044391632	4
16.0918180943	2
17.0270431042	4
18.0923480988	2
18.9477300644	4
20.0919179916	2
0	0
0	0
0.000185966491699	2
0.00213408470154	2
0.0159339904785	0
0.0773339271545	2
0.264396905899	4
0.370875120163	6
0.519321918488	8
0.661509037018	10
1.18336200714	12
1.67577910423	14
2.00460410118	14
2.02761507034	14
2.14554905891	16
2.31930994987	18
3.11924099922	20
3.29309797287	22
3.4335539341	24
3.82570910454	26
4.02932691574	24
4.03103995323	26
4.38441991806	28
4.9004149437	30
6.0272860527	28
7.59576702118	30
8.04945206642	28
10.028042078	26
10.112885952	28
10.2426760197	30
12.0273098946	28
13.2221829891	30
0	0
0	0
0.000651836395264	2
0.00019383430481	0
0.00136494636536	0
0.31055188179	2
0.353863954544	4
0.980250835419	6
1.66367387772	8
2.0665500164	8
2.18117189407	8
2.44863295555	10
3.00861096382	12
3.44559288025	14
3.97841501236	16
4.10507392883	14
4.3985209465	16
4.76915383339	18
5.08621287346	20
5.93479585648	22
6.07726597786	20
6.45484781265	22
7.30450797081	24
7.69183087349	26
8.12231087685	24
8.26444387436	26
8.88560795784	28
9.5186009407	30
10.0817809105	28
12.0024559498	26
12.0487380028	28
12.3683409691	30
14.002270937	28
14.9813599586	30
16.0025968552	28
17.2872369289	30
18.0056288242	28
19.9386680126	30
20.3557138443	30
20.2932209969	30
22.0028469563	28
22.8523068428	30
24.005437851	28
25.2640190125	30
26.0060617924	28
27.6732168198	30
28.0023288727	28
28.0860137939	30
30.002352953	28
31.2660369873	30
32.0290358067	28
33.6298239231	30
34.0899479389	28
34.2098648548	30
36.0023028851	28
36.6699018478	30
38.0026359558	28
39.4428079128	30
40.005961895	28
0	0
0	0
0.173784017563	2
0.179708957672	2
0.243595838547	0
0	0
0	0
0.000216007232666	2
0.060791015625	2
0.0975909233093	2
0.428750038147	2
0.532123088837	4
1.37315201759	6
0	0
0	0
0.000189065933228	2
0.158781051636	4
0.190752983093	4
0.257311105728	2
0.426347017288	4
2.26553106308	2
4.2965259552	0
6.34029793739	0
6.39661598206	2
6.5553689003	2
6.62388300896	0
7.46599197388	2
8.13543891907	4
8.67877292633	4
8.67660903931	4
9.68189501762	6
10.5578091145	6
10.5571138859	6
11.9491429329	8
12.6554079056	6
13.0266668797	8
14.5593979359	6
14.7407538891	8
16.2067139149	10
16.6621201038	8
18.547991991	6
20.5479500294	4
22.5539240837	2
22.7195219994	4
22.9903769493	6
23.7456591129	8
24.5497779846	8
24.5489399433	8
25.0380570889	10
26.2468810081	12
26.5502750874	10
29.6261780262	8
29.9163370132	10
31.7522559166	8
31.7695670128	10
33.6650419235	10
33.7841000557	10
34.9936430454	12
35.7553958893	10
37.5557010174	8
39.549052	6
41.5482609272	4
42.1980280876	6
43.0534250736	8
43.6314768791	6
44.2149610519	8
45.4388260841	10
45.680134058	8
47.3093590736	10
47.6273810863	8
48.8685228825	10
55.3695108891	8
56.9926249981	6
57.9753899574	8
58.5695619583	6
58.9348399639	8
60.7131578922	8
60.9167649746	8
62.3358290195	10
63.2662379742	8
66.3418319225	6
66.4608359337	8
67.606703043	8
67.632133007	8
68.5295391083	10
69.6778740883	8
70.2013399601	10
71.7223789692	8
71.9093129635	10
73.5135469437	12
73.5587940216	10
75.4184000492	12
75.8194599152	10
77.7870368958	8
78.721957922	10
79.6590380669	8
80.4474270344	10
81.7435770035	8
83.548126936	6
85.5483100414	4
86.9033739567	6
87.5222389698	6
87.7018361092	6
88.4482200146	8
