0	0
0	0
0.00907802581787	2
0.0130281448364	2
0.0199580192566	0
0	0
0	0
0.0289511680603	2
0.0300850868225	2
0.0320191383362	0
0	0
0	0
0	0
0	0
0.065083026886	2
0.0659239292145	2
0.0666089057922	0
0	0
0	0
0.00127005577087	2
0.000822067260742	2
0.00208187103271	0
0	0
0	0
0	0
0	0
0.0875570774078	2
0.089408159256	2
0	0
0	0
0	0
0	0
0.000257015228271	2
0.00138211250305	2
0	0
0	0
0	0
0	0
0.000223159790039	2
0.000612020492554	2
0	0
0	0
0.000239849090576	2
0.00163197517395	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.00386595726013	2
0	0
0	0
0.000233888626099	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.00121521949768	2
0.0211811065674	2
0.0461311340332	0
0.120995044708	2
0.243722200394	4
0	0
0	0
0.000191211700439	2
0.00131416320801	2
0	0
0	0
0	0
0	0
0	0
0	0
0.0132060050964	2
0	0
0	0
0.000208854675293	2
0	0
0	0
0.000310897827148	2
0.0515999794006	2
0.0559909343719	0
0.329622983932	2
1.99667286873	4
2.16133093834	2
4.06019186974	2
4.06069898605	2
4.94927787781	4
6.21042490005	2
6.68323087692	4
12.3705508709	2
12.4312648773	4
13.932076931	6
14.0919539928	4
15.8664138317	6
16.0661988258	4
0	0
0	0
0.00076699256897	2
0.00296783447266	2
0.00456380844116	0
0.135646820068	2
2.06055092812	0
2.16168189049	2
0	0
0	0
0.000176191329956	2
0.00382804870605	2
0.00969910621643	0
0.0543870925903	2
0.13500213623	4
0	0
0	0
0.00138711929321	2
0.00420498847961	2
0.00741100311279	0
0.040225982666	2
0.0615339279175	4
0	0
0	0
0.00667500495911	2
0.0129568576813	2
0.0153248310089	0
0.259159803391	2
0.28741979599	4
0	0
0	0
0.000344038009644	2
0.0212390422821	2
0.0233390331268	0
0.326490163803	2
0.366964101791	4
0	0
0	0
0.000712156295776	2
0.00562715530396	2
0.00759410858154	0
0.101567983627	2
0.226279020309	4
0	0
0	0
0.00122594833374	2
0.0197958946228	2
0.0242800712585	0
0.181768894196	2
0.312016010284	4
0	0
0	0
0.0526292324066	2
0.0534210205078	2
0.0545411109924	0
0.240337133408	2
0.790157079697	4
0	0
0	0
0.00215196609497	2
0.0587799549103	2
0.0667469501495	0
0.119932889938	2
0.312181949615	4
0	0
0	0
0.000354051589966	2
0.00225591659546	2
0.0349020957947	0
0.145316123962	2
0.193521022797	4
0	0
0	0
0	0
0	0
0.0267491340637	2
0.0305230617523	2
0.0897080898285	0
0.251065015793	2
1.65038514137	4
2.09221196175	2
3.36679601669	4
4.09216594696	2
4.99944400787	4
6.09176015854	2
